email,PLZ,Kino,Ort,status,Latitude,Longitude
info@sa-se.de,96482.0,Ahorn Kinosommer,Ahorn,active,50.235388,10.9409627
info@kinosonneberg.de,96515.0,Kammer-Lichtspiele,Sonneberg,active,50.359041,11.1676062
kino@central-bb.de,97082.0,Open-Air Kino auf der Sommerbühne des Theater Ensemble,Würzburg,active,49.7940487,9.8915122
kino@central-programmkino.de,97082.0,Central im Bürgerbräu,Würzburg,active,49.7940487,9.8915122
info@casa-kino.de,97199.0,Casablanca,Ochsenfurt,active,49.7693862,9.8641377
julia.michel@cineplex.de,97337.0,Cineplex Cineworld,Dettelbach,active,49.7781764,10.0677101
ftbschaufler@aol.com,97421.0,Filmwelt Schweinfurt,Schweinfurt,active,50.047281,10.2330107
info@filmweltschweinfurt.de,97421.0,Filmwelt Schweinfurt,Schweinfurt,active,50.047281,10.2330107
info@kuk-kino.de,97421.0,KuK - Filmtheater,Schweinfurt,active,50.0456475,10.2093089
info@foto-kino-schneyer.de,97475.0,Capitol-Theater,Zeil am Main,active,50.0087576,10.5942351
kontakt@neskinos.de,97616.0,Rex,Bad Neustadt an der Saale,active,50.321385,10.2122391
stadtsaal.lichtspiele@t-online.de,97631.0,Stadtsaal-Lichtspiele,Bad Königshofen im Grabfeld,active,50.3005583,10.4681188
info@kino-universum-bk.de,97688.0,Universum Kinopalast,Bad Kissingen,active,50.2057775,10.0792285
burglichtspiele@yahoo.de,97753.0,Burg-Lichtspiele,Karlstadt,active,49.9595341,9.7561058
bibliothek@hammelburg.de,97762.0,Kino in der Stadtbibliothek,Hammelburg,active,50.1147096,9.8875701
kinoloehmer@t-online.de,97769.0,Rhönlichtspiele,Bad Brückenau,active,50.3106868,9.7907452
stattkino@stattkino-lohr.de,97816.0,StattKino Lohr,Lohr am Main,active,49.9998961,9.5636557
moviekino@web.de,97828.0,Movie im Luitpoldhaus,Marktheidenfeld,active,49.84611,9.5999997
info@roxy-wertheim.de,97877.0,Roxy-FT,Wertheim am Main,active,49.7617872,9.507999
kino@hotelbadischerhof.de,97941.0,Filmtheater Badischer Hof,Tauberbischofsheim,active,49.62129,9.6562334
tauberbischofsheim@rotary.de,97941.0,Open Air Kino Rotary-Benefiz,Tauberbischofsheim,bounced,49.398123,5.5729063
info@movies-mein-kino.de,97980.0,Movies,Bad Mergentheim,active,49.4939148,9.7705716
suhl@cineplex.de,98527.0,Cineplex Suhl,Suhl,active,50.6089565,10.6834934
info@kino-meiningen.de,98617.0,Casino-Lichtspiele,Meiningen,active,50.5700444,10.4155004
gemeindeverwaltung@masserberg.de,98666.0,Kino im Badehaus Masserberg,Masserberg,active,50.5178434,10.9661086
info@hochschulfilmclub.de,98693.0,Helmholtz-Hörsaal,Ilmenau,active,50.6818404,10.9365313
info@kino-ilmenau.de,98693.0,Linden-Lichtspiele,Ilmenau,active,50.68311,10.9085797
erfurtcs@cinestar.de,99084.0,CineStar - Der Filmpalast,Erfurt,active,50.9741087,11.0307636
mail@eburg.de,99084.0,Engelsburg,Erfurt,bounced,50.9741087,11.0307636
post@kinoklub-erfurt.de,99084.0,Kinoklub am Hirschlachufer...,Erfurt,active,50.97504,11.0318495
info@egapark-erfurt.de,99094.0,Open Air Kino egapark,Erfurt,active,50.9631468,10.9938947
kinomonami@yahoo.de,99423.0,Kommunales Kino im mon ami,Weimar,active,50.9813144,11.3233289
post@lichthaus.info,99423.0,Lichthaus - Kino im Straßenbahndepot  3...,Weimar,active,50.9813144,11.3233289
weimar@cinestar.de,99423.0,CineStar - Der Filmpalast,Weimar,active,50.9777778,11.3238086
info@cinema64.de,99706.0,cinema 64 movie and more,Sondershausen,active,51.3634228,10.8926757
nordhausen@filmpalast-kino.de,99734.0,Filmpalast Nordhausen,Nordhausen,active,51.5023499,10.7934159
kinobleicherode@t-online.de,99752.0,Filmtheater,Bleicherode,active,51.4427986,10.5688823
info@capitol-eisenach.de,99817.0,Capitol-Filmtheater,Eisenach,bounced,50.9757966,10.3184438
gotha@cineplex.de,99867.0,Cineplex Gotha,Gotha,active,50.9757966,10.3184438
kino@cinecom.org,99867.0,Capitol-Filmcenter,Gotha,bounced,50.9522671,10.7043478
filmbuehne_friedrichroda@freenet.de,99894.0,Filmbühne...,Friedrichroda,bounced,50.8532685,10.4982983
kino@burg-theater.de,99947.0,Burgtheater,Bad Langensalza,active,51.1094213,10.6447304
muehlhausen@filmpalast-kino.de,99974.0,Filmpalast Mühlhausen,Mühlhausen in Thüringen,active,51.2105561,10.4571297
cineworld@onlinehome.de,,,,deleted,51.056239,5.1626482
coordination@cdac.lu,,,Luxemburg,active,51.056239,5.1626482
daveschroeder@cinestar.de,,Centrale Cinestar,,active,,
factures@cdac.lu,,,,active,,
freund.g@uci-kinowelt.de,,Filmbooker UCI Deutschland,,active,,
freymuth.schultz@cineplex.de,,Cineplexe,"Elmshorn, Niebüll, Eutin",active,,
freymuth.schultz@cineplex.de,,Cineplexe,"Elmshorn, Niebüll, Eutin",active,,
freymuth.schultz@cineplex.de,,Cineplexe,"Elmshorn, Niebüll, Eutin",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
horst.martin@cineplex.de,,"Cineplexe Limburg, Suhl, Naumburg,","Bad Hersfeld, Eschwege, Eisenach, Gotha",active,,
jay@moviebiz.ch,,,,active,,
kai.tirschmann@koenigfilmdispo.de,,Königfilm Dispo,,active,,
kinokatsdorf@speed.at,,LICHTSPIELE KATSDORF,Katsdorf,active,,
kowalewski@kino-tg.ch,,,,active,,
marcel.goeken@cineplex.de,,Cineplexe,"Amberg, Bayreuth, Neumarkt, Rudolstadt",active,,
marcel.goeken@cineplex.de,,Cineplexe,"Amberg, Bayreuth, Neumarkt, Rudolstadt",active,,
marcel.goeken@cineplex.de,,Cineplexe,"Amberg, Bayreuth, Neumarkt, Rudolstadt",active,,
marcel.goeken@cineplex.de,,Cineplexe,"Amberg, Bayreuth, Neumarkt, Rudolstadt",active,,
matthias.lange@cinemaxx.com,,Zenrale Dispo Cinemaxx,,active,,
mfuss@kinopolis.de,,Kinopolis,,active,,
michael.rinaldi@cineplex.de,,Cineplexe,"Bayreuth, Kulmbach, Neumarkt, Rudolstadt, Saalfeld",active,,
michael.rinaldi@cineplex.de,,Cineplexe,"Bayreuth, Kulmbach, Neumarkt, Rudolstadt, Saalfeld",active,,
michael.rinaldi@cineplex.de,,Cineplexe,"Bayreuth, Kulmbach, Neumarkt, Rudolstadt, Saalfeld",active,,
michael.rinaldi@cineplex.de,,Cineplexe,"Bayreuth, Kulmbach, Neumarkt, Rudolstadt, Saalfeld",active,,
michael.rinaldi@cineplex.de,,Cineplexe,"Bayreuth, Kulmbach, Neumarkt, Rudolstadt, Saalfeld",active,,
mirko.riks@cineplex.de,,Cineplexe,"Aichach, Amberg, Fürth, Germering, Königsbrunn, Leipzig, Meitingen, Memmingen und Penzing",active,,
mirko.riks@cineplex.de,,Cineplexe,"Aichach, Amberg, Fürth, Germering, Königsbrunn, Leipzig, Meitingen, Memmingen und Penzing",active,,
mirko.riks@cineplex.de,,Cineplexe,"Aichach, Amberg, Fürth, Germering, Königsbrunn, Leipzig, Meitingen, Memmingen und Penzing",active,,
mirko.riks@cineplex.de,,Cineplexe,"Aichach, Amberg, Fürth, Germering, Königsbrunn, Leipzig, Meitingen, Memmingen und Penzing",active,,
mirko.riks@cineplex.de,,Cineplexe,"Aichach, Amberg, Fürth, Germering, Königsbrunn, Leipzig, Meitingen, Memmingen und Penzing",active,,
mirko.riks@cineplex.de,,Cineplexe,"Aichach, Amberg, Fürth, Germering, Königsbrunn, Leipzig, Meitingen, Memmingen und Penzing",active,,
mirko.riks@cineplex.de,,Cineplexe,"Aichach, Amberg, Fürth, Germering, Königsbrunn, Leipzig, Meitingen, Memmingen und Penzing",active,,
mirko.riks@cineplex.de,,Cineplexe,"Aichach, Amberg, Fürth, Germering, Königsbrunn, Leipzig, Meitingen, Memmingen und Penzing",active,,
philipp.leitzmann@koenigfilmdispo.de,,Königfilm Dispo,,active,,
robert.huttenlocher@cineplex.de,,Cineplex,Bruchsal /Friedrichshafen / Mannheim / Neustadt / Singen,deleted,,
robert.huttenlocher@cineplex.de,,Cineplex,Bruchsal /Friedrichshafen / Mannheim / Neustadt / Singen,deleted,,
robert.huttenlocher@cineplex.de,,Cineplex,Bruchsal /Friedrichshafen / Mannheim / Neustadt / Singen,deleted,,
robert.huttenlocher@cineplex.de,,Cineplex,Bruchsal /Friedrichshafen / Mannheim / Neustadt / Singen,deleted,,
robert.huttenlocher@cineplex.de,,Cineplex,Bruchsal /Friedrichshafen / Mannheim / Neustadt / Singen,deleted,,
robert.huttenlocher@ftb-spickert.de,,Cineplexe,"Bruchsal, Mannheim, Friedrichshafen, Singen, Neustadt",active,,
robert.huttenlocher@ftb-spickert.de,,Cineplexe,"Bruchsal, Mannheim, Friedrichshafen, Singen, Neustadt",active,,
robert.huttenlocher@ftb-spickert.de,,Cineplexe,"Bruchsal, Mannheim, Friedrichshafen, Singen, Neustadt",active,,
robert.huttenlocher@ftb-spickert.de,,Cineplexe,"Bruchsal, Mannheim, Friedrichshafen, Singen, Neustadt",active,,
robert.huttenlocher@ftb-spickert.de,,Cineplexe,"Bruchsal, Mannheim, Friedrichshafen, Singen, Neustadt",active,,
robert.lubrich@koenigfilmdispo.de,,Königfilm Dispo,,active,,
sandra@filmbooking.de,,Karl Krieg Dispo,,active,,
susanne.flaexl@cineplex.de,,Cineplexe,"Erding, Vilsbiburg, Neufahrn",active,,
susanne.flaexl@cineplex.de,,Cineplexe,"Erding, Vilsbiburg, Neufahrn",active,,
susanne.flaexl@cineplex.de,,Cineplexe,"Erding, Vilsbiburg, Neufahrn",active,,
toni.wadewitz@cineplex.de,,Cineplexe,Berlin,active,,
